"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ASIANPAINT","EQ","18-Feb-2019","       1393.60","       1401.70","       1401.70","       1345.00","       1374.95","       1380.05","       1367.12","    1460282","          1996383955.90","      53231","     550725","         37.71"
"ASIANPAINT","EQ","19-Feb-2019","       1380.05","       1372.05","       1396.95","       1371.00","       1380.00","       1377.85","       1385.47","     697530","           966406306.55","      32985","     228881","         32.81"
"ASIANPAINT","EQ","20-Feb-2019","       1377.85","       1380.00","       1398.80","       1376.00","       1396.80","       1396.90","       1390.99","     843469","          1173258107.55","      34144","     373821","         44.32"
"ASIANPAINT","EQ","21-Feb-2019","       1396.90","       1399.00","       1407.85","       1390.30","       1397.00","       1397.80","       1400.19","     677142","           948126583.60","      36868","     256485","         37.88"
"ASIANPAINT","EQ","22-Feb-2019","       1397.80","       1399.00","       1407.75","       1384.20","       1389.00","       1397.80","       1397.18","     801380","          1119670074.20","      23874","     411956","         51.41"
"ASIANPAINT","EQ","25-Feb-2019","       1397.80","       1399.95","       1405.80","       1391.35","       1398.20","       1398.25","       1399.03","     711217","           995014922.85","      28536","     425202","         59.79"
"ASIANPAINT","EQ","26-Feb-2019","       1398.25","       1396.90","       1407.00","       1378.60","       1400.95","       1402.00","       1396.96","    1147218","          1602622125.35","      46725","     678471","         59.14"
"ASIANPAINT","EQ","27-Feb-2019","       1402.00","       1404.00","       1430.85","       1395.00","       1402.95","       1405.70","       1410.88","    1462017","          2062725449.30","      56623","     736192","         50.35"
"ASIANPAINT","EQ","28-Feb-2019","       1405.70","       1414.80","       1415.00","       1401.45","       1405.20","       1405.20","       1407.56","    1230935","          1732610772.95","      48827","     817919","         66.45"
"ASIANPAINT","EQ","01-Mar-2019","       1405.20","       1409.00","       1417.95","       1388.10","       1394.00","       1392.35","       1400.91","     783876","          1098138422.60","      43298","     319493","         40.76"
"ASIANPAINT","EQ","05-Mar-2019","       1392.35","       1393.50","       1409.75","       1382.70","       1401.10","       1403.85","       1399.65","    1214257","          1699538219.10","      82161","     842057","         69.35"
"ASIANPAINT","EQ","06-Mar-2019","       1403.85","       1408.00","       1410.00","       1386.55","       1396.75","       1393.70","       1397.75","     720335","          1006850643.40","      42633","     353415","         49.06"
"ASIANPAINT","EQ","07-Mar-2019","       1393.70","       1398.60","       1405.50","       1392.00","       1395.50","       1395.45","       1399.24","     746742","          1044874189.65","      38260","     404997","         54.24"
"ASIANPAINT","EQ","08-Mar-2019","       1395.45","       1393.75","       1394.65","       1380.00","       1385.00","       1382.35","       1385.91","     524331","           726677422.85","      26717","     212338","         40.50"
"ASIANPAINT","EQ","11-Mar-2019","       1382.35","       1389.20","       1423.00","       1385.00","       1419.00","       1419.80","       1406.13","    1342007","          1887037320.95","      54060","     720196","         53.67"
"ASIANPAINT","EQ","12-Mar-2019","       1419.80","       1422.00","       1445.35","       1421.20","       1428.00","       1428.10","       1433.36","    1333909","          1911972478.30","      56926","     749973","         56.22"
"ASIANPAINT","EQ","13-Mar-2019","       1428.10","       1439.40","       1439.40","       1417.00","       1431.00","       1428.30","       1426.30","     708227","          1010144190.15","      42701","     400871","         56.60"
"ASIANPAINT","EQ","14-Mar-2019","       1428.30","       1437.60","       1446.95","       1420.00","       1440.00","       1434.75","       1436.43","    1113700","          1599755222.35","      61209","     574110","         51.55"
"ASIANPAINT","EQ","15-Mar-2019","       1434.75","       1434.00","       1457.00","       1428.65","       1437.00","       1432.55","       1439.94","    1667627","          2401280702.25","      70237","     875866","         52.52"
"ASIANPAINT","EQ","18-Mar-2019","       1432.55","       1446.00","       1460.60","       1436.60","       1446.85","       1445.60","       1445.59","    1148000","          1659538264.60","      54076","     609210","         53.07"
"ASIANPAINT","EQ","19-Mar-2019","       1445.60","       1442.00","       1459.85","       1440.00","       1453.45","       1453.90","       1453.80","     886660","          1289026499.65","      41620","     429468","         48.44"
"ASIANPAINT","EQ","20-Mar-2019","       1453.90","       1462.00","       1466.00","       1448.50","       1455.60","       1456.15","       1457.30","     764625","          1114288684.90","      31635","     324569","         42.45"
"ASIANPAINT","EQ","22-Mar-2019","       1456.15","       1459.00","       1479.90","       1452.60","       1471.20","       1471.25","       1467.36","    1380404","          2025549694.60","      64770","     727219","         52.68"
"ASIANPAINT","BL","25-Mar-2019","        505.65","       1471.25","       1471.25","       1471.25","       1471.25","       1471.25","       1471.25","     133269","           196072016.25","          1","     133269","        100.00"
"ASIANPAINT","EQ","25-Mar-2019","       1471.25","       1465.10","       1475.60","       1451.50","       1460.00","       1457.55","       1459.12","     848078","          1237448287.95","      37153","     414685","         48.90"
"ASIANPAINT","EQ","26-Mar-2019","       1457.55","       1460.50","       1492.25","       1460.50","       1482.00","       1485.05","       1481.38","    1630147","          2414861589.30","      57752","     794458","         48.74"
"ASIANPAINT","EQ","27-Mar-2019","       1485.05","       1494.00","       1496.95","       1463.50","       1471.50","       1472.05","       1475.54","    1387002","          2046577822.95","      56183","     723539","         52.17"
"ASIANPAINT","EQ","28-Mar-2019","       1472.05","       1473.50","       1508.95","       1473.50","       1500.15","       1497.00","       1489.53","    1353947","          2016742845.40","      52343","     800640","         59.13"
"ASIANPAINT","EQ","29-Mar-2019","       1497.00","       1503.10","       1508.65","       1485.00","       1490.00","       1492.70","       1492.26","    1094790","          1633714393.55","      50901","     658545","         60.15"
"ASIANPAINT","EQ","01-Apr-2019","       1492.70","       1496.75","       1504.00","       1490.00","       1493.00","       1492.75","       1496.97","     707570","          1059210805.05","      47019","     372063","         52.58"
"ASIANPAINT","EQ","02-Apr-2019","       1492.75","       1493.00","       1523.45","       1484.55","       1522.75","       1519.30","       1509.38","    1326634","          2002390009.45","      65626","     515076","         38.83"
"ASIANPAINT","EQ","03-Apr-2019","       1519.30","       1521.25","       1529.85","       1493.00","       1503.00","       1497.60","       1515.76","    1606692","          2435356372.85","      67074","     901546","         56.11"
"ASIANPAINT","EQ","04-Apr-2019","       1497.60","       1504.80","       1525.00","       1503.00","       1517.50","       1519.00","       1517.84","    1409222","          2138970559.10","      54230","     724911","         51.44"
"ASIANPAINT","EQ","05-Apr-2019","       1519.00","       1520.00","       1523.65","       1503.00","       1513.90","       1514.45","       1513.54","    1129222","          1709122384.05","      41127","     568528","         50.35"
"ASIANPAINT","EQ","08-Apr-2019","       1514.45","       1514.00","       1514.00","       1486.00","       1492.10","       1496.35","       1496.49","     925518","          1385024925.80","      53596","     473320","         51.14"
"ASIANPAINT","EQ","09-Apr-2019","       1496.35","       1464.70","       1474.90","       1437.20","       1449.80","       1444.85","       1452.26","    2642226","          3837200976.85","     113505","     671711","         25.42"
"ASIANPAINT","EQ","10-Apr-2019","       1444.85","       1449.80","       1451.00","       1405.35","       1409.70","       1409.85","       1423.94","    2608319","          3714086776.70","      98948","    1449231","         55.56"
"ASIANPAINT","EQ","11-Apr-2019","       1409.85","       1409.70","       1431.95","       1408.00","       1422.00","       1423.15","       1422.97","    1494450","          2126556576.50","      86008","     600426","         40.18"
"ASIANPAINT","EQ","12-Apr-2019","       1423.15","       1432.75","       1444.80","       1425.80","       1436.00","       1438.65","       1438.03","    1510649","          2172353608.40","      69490","     834624","         55.25"
"ASIANPAINT","EQ","15-Apr-2019","       1438.65","       1447.95","       1451.45","       1427.00","       1430.00","       1431.55","       1439.69","     791389","          1139355423.40","      32329","     342608","         43.29"
"ASIANPAINT","EQ","16-Apr-2019","       1431.55","       1442.75","       1464.90","       1440.25","       1460.00","       1459.00","       1457.82","    1463057","          2132878799.75","      60012","     719288","         49.16"
"ASIANPAINT","EQ","18-Apr-2019","       1459.00","       1464.00","       1479.90","       1460.30","       1469.00","       1469.60","       1469.73","    1425676","          2095362705.35","      41627","     819099","         57.45"
"ASIANPAINT","EQ","22-Apr-2019","       1469.60","       1459.95","       1459.95","       1435.00","       1444.35","       1443.35","       1444.87","     737603","          1065740050.40","      36347","     327837","         44.45"
"ASIANPAINT","EQ","23-Apr-2019","       1443.35","       1449.00","       1454.90","       1425.90","       1429.00","       1431.00","       1434.75","     601653","           863222368.60","      35095","     256048","         42.56"
"ASIANPAINT","EQ","24-Apr-2019","       1431.00","       1436.00","       1459.40","       1431.00","       1449.30","       1450.05","       1449.74","    1154712","          1674030811.95","      48273","     643604","         55.74"
"ASIANPAINT","EQ","25-Apr-2019","       1450.05","       1450.00","       1460.00","       1438.10","       1449.00","       1447.95","       1450.47","    1161847","          1685225922.75","      58032","     779899","         67.13"
"ASIANPAINT","EQ","26-Apr-2019","       1447.95","       1450.00","       1459.35","       1436.00","       1448.00","       1448.75","       1444.75","     704193","          1017384947.95","      26932","     401877","         57.07"
"ASIANPAINT","EQ","30-Apr-2019","       1448.75","       1456.00","       1477.00","       1455.30","       1464.00","       1463.15","       1464.95","    1525776","          2235180776.05","      57273","     901754","         59.10"
"ASIANPAINT","EQ","02-May-2019","       1463.15","       1465.00","       1472.90","       1430.10","       1441.90","       1436.60","       1452.31","     774788","          1125235337.50","      40980","     287803","         37.15"
"ASIANPAINT","EQ","03-May-2019","       1436.60","       1443.80","       1456.00","       1432.20","       1436.00","       1438.55","       1443.92","    1020007","          1472806172.05","      34696","     468576","         45.94"
"ASIANPAINT","EQ","06-May-2019","       1438.55","       1434.95","       1448.60","       1408.55","       1418.00","       1412.80","       1423.20","    1161960","          1653704404.05","      33537","     595215","         51.23"
"ASIANPAINT","EQ","07-May-2019","       1412.80","       1426.80","       1426.80","       1376.35","       1391.00","       1387.80","       1396.83","    2863939","          4000436558.30","      78177","    1822508","         63.64"
"ASIANPAINT","EQ","08-May-2019","       1387.80","       1382.00","       1395.00","       1362.60","       1395.00","       1385.70","       1379.52","    1414591","          1951463399.55","      40321","     860170","         60.81"
"ASIANPAINT","EQ","09-May-2019","       1385.70","       1384.95","       1393.65","       1346.55","       1350.00","       1354.20","       1367.60","    2628463","          3594676476.10","      89032","     998318","         37.98"
"ASIANPAINT","EQ","10-May-2019","       1354.20","       1314.10","       1350.00","       1314.10","       1345.00","       1341.05","       1335.23","    3476379","          4641773918.50","     143729","    1638493","         47.13"
"ASIANPAINT","EQ","13-May-2019","       1341.05","       1341.05","       1345.25","       1323.65","       1336.55","       1332.50","       1332.02","     862130","          1148375776.40","      55173","     462186","         53.61"
"ASIANPAINT","EQ","14-May-2019","       1332.50","       1330.00","       1334.75","       1302.10","       1325.00","       1320.25","       1316.83","    2167873","          2854712285.30","      87969","    1263003","         58.26"
"ASIANPAINT","EQ","15-May-2019","       1320.25","       1326.00","       1329.00","       1301.70","       1308.00","       1305.95","       1310.28","     996276","          1305402941.00","      61590","     527059","         52.90"
"ASIANPAINT","EQ","16-May-2019","       1305.95","       1312.00","       1314.00","       1295.85","       1311.95","       1304.40","       1302.58","     726485","           946306372.25","      42191","     373998","         51.48"
"ASIANPAINT","EQ","17-May-2019","       1304.40","       1305.00","       1330.75","       1301.00","       1320.00","       1320.00","       1318.50","     860934","          1135139004.40","      60475","     445876","         51.79"
"ASIANPAINT","EQ","20-May-2019","       1320.00","       1340.00","       1378.40","       1335.00","       1372.60","       1373.95","       1361.32","     976630","          1329509560.35","      57997","     486686","         49.83"
"ASIANPAINT","EQ","21-May-2019","       1373.95","       1384.00","       1384.00","       1352.70","       1354.05","       1357.75","       1367.98","    1166297","          1595474035.25","      69783","     640776","         54.94"
"ASIANPAINT","EQ","22-May-2019","       1357.75","       1360.50","       1373.75","       1348.05","       1363.10","       1368.45","       1365.51","     840075","          1147129242.30","      40586","     464954","         55.35"
"ASIANPAINT","EQ","23-May-2019","       1368.45","       1389.00","       1389.00","       1357.70","       1362.00","       1367.75","       1372.87","    1527569","          2097149879.45","      61542","     995531","         65.17"
"ASIANPAINT","EQ","24-May-2019","       1367.75","       1392.00","       1400.45","       1376.15","       1384.00","       1384.50","       1388.10","     980933","          1361630557.85","      42704","     393949","         40.16"
"ASIANPAINT","EQ","27-May-2019","       1384.50","       1386.90","       1390.70","       1362.70","       1369.90","       1366.85","       1369.40","     782730","          1071868859.10","      36837","     431144","         55.08"
"ASIANPAINT","EQ","28-May-2019","       1366.85","       1369.95","       1388.85","       1360.00","       1360.80","       1364.35","       1369.08","    1562891","          2139729578.55","      82252","     961843","         61.54"
"ASIANPAINT","EQ","29-May-2019","       1364.35","       1360.80","       1366.95","       1347.10","       1353.55","       1358.25","       1355.92","     582768","           790185455.90","      34705","     282543","         48.48"
"ASIANPAINT","EQ","30-May-2019","       1358.25","       1365.00","       1392.00","       1353.90","       1372.00","       1374.60","       1373.80","    1032259","          1418121726.35","      40380","     369080","         35.75"
"ASIANPAINT","EQ","31-May-2019","       1374.60","       1381.00","       1428.00","       1381.00","       1407.05","       1407.30","       1412.64","    2559888","          3616197969.85","      81263","     763523","         29.83"
"ASIANPAINT","EQ","03-Jun-2019","       1407.30","       1431.95","       1464.95","       1430.00","       1461.00","       1459.25","       1451.99","    2867897","          4164148929.90","      86617","    1214082","         42.33"
"ASIANPAINT","EQ","04-Jun-2019","       1459.25","       1455.00","       1455.00","       1417.05","       1422.65","       1421.50","       1427.69","    1493226","          2131868309.65","      55767","     679135","         45.48"
"ASIANPAINT","EQ","06-Jun-2019","       1421.50","       1434.95","       1461.85","       1424.90","       1429.00","       1428.55","       1443.04","    1985857","          2865672221.20","      93687","     800123","         40.29"
"ASIANPAINT","EQ","07-Jun-2019","       1428.55","       1429.00","       1439.85","       1413.05","       1416.05","       1418.35","       1424.03","     878470","          1250966706.75","      34225","     261198","         29.73"
"ASIANPAINT","EQ","10-Jun-2019","       1418.35","       1429.00","       1442.00","       1418.50","       1422.60","       1422.60","       1430.30","     800967","          1145620485.00","      51673","     319541","         39.89"
"ASIANPAINT","EQ","11-Jun-2019","       1422.60","       1428.00","       1433.35","       1409.50","       1425.00","       1425.50","       1423.91","     743047","          1058034437.85","      33290","     327765","         44.11"
"ASIANPAINT","EQ","12-Jun-2019","       1425.50","       1429.95","       1439.90","       1421.00","       1424.05","       1425.45","       1428.61","     874293","          1249019914.15","      38179","     458614","         52.46"
"ASIANPAINT","EQ","13-Jun-2019","       1425.45","       1429.00","       1438.90","       1422.20","       1425.80","       1429.45","       1430.08","    1572720","          2249115932.45","      58624","     930395","         59.16"
"ASIANPAINT","EQ","14-Jun-2019","       1429.45","       1430.00","       1431.75","       1411.00","       1411.00","       1412.75","       1419.34","     546091","           775089160.90","      24749","     236782","         43.36"
"ASIANPAINT","EQ","17-Jun-2019","       1412.75","       1417.00","       1425.00","       1398.90","       1399.00","       1401.95","       1409.23","     962166","          1355917308.05","      29929","     401816","         40.74"
"ASIANPAINT","EQ","18-Jun-2019","       1401.95","       1405.00","       1410.40","       1376.05","       1380.10","       1380.05","       1385.17","    1177437","          1630952692.85","      92702","     612063","         50.86"
"ASIANPAINT","EQ","19-Jun-2019","       1380.05","       1382.00","       1396.40","       1372.00","       1381.50","       1381.15","       1383.90","     692212","           957954521.30","      41568","     228395","         32.99"
"ASIANPAINT","EQ","20-Jun-2019","       1381.15","       1365.55","       1404.90","       1360.70","       1391.30","       1392.05","       1388.57","     991210","          1376360395.85","      43746","     428204","         43.20"
"ASIANPAINT","EQ","21-Jun-2019","       1392.05","       1379.95","       1394.65","       1372.00","       1386.75","       1383.00","       1383.24","    1242165","          1718217548.75","      39439","     784059","         63.12"
"ASIANPAINT","EQ","24-Jun-2019","       1383.00","       1386.00","       1398.00","       1368.25","       1374.50","       1376.15","       1377.82","     757055","          1043086864.85","      44297","     315141","         41.63"
"ASIANPAINT","EQ","25-Jun-2019","       1376.15","       1371.00","       1372.45","       1360.35","       1362.00","       1363.10","       1364.85","    1388994","          1895767532.40","      44992","    1037503","         74.69"
"ASIANPAINT","EQ","26-Jun-2019","       1363.10","       1360.00","       1369.55","       1352.00","       1360.00","       1359.95","       1362.61","     960174","          1308339115.90","      36014","     529293","         55.12"
"ASIANPAINT","EQ","27-Jun-2019","       1359.95","       1361.10","       1369.65","       1358.15","       1363.00","       1361.40","       1364.84","    2113899","          2885136598.95","      52902","    1562533","         73.92"
"ASIANPAINT","EQ","28-Jun-2019","       1361.40","       1365.00","       1371.90","       1350.10","       1358.95","       1358.15","       1357.50","    1131371","          1535831171.05","      56632","     737051","         65.15"
"ASIANPAINT","EQ","01-Jul-2019","       1358.15","       1368.00","       1374.50","       1351.05","       1353.00","       1353.85","       1362.80","     739182","          1007358762.85","      27074","     379125","         51.29"
"ASIANPAINT","EQ","02-Jul-2019","       1353.85","       1356.00","       1360.00","       1340.70","       1341.80","       1345.75","       1347.68","    1171118","          1578295992.60","      52062","     685711","         58.55"
"ASIANPAINT","EQ","03-Jul-2019","       1345.75","       1356.05","       1371.00","       1349.50","       1353.80","       1352.00","       1358.98","    1378288","          1873062155.15","      56945","     554419","         40.23"
"ASIANPAINT","EQ","04-Jul-2019","       1352.00","       1356.00","       1366.35","       1351.15","       1360.00","       1359.70","       1360.67","     902077","          1227425016.10","      32924","     554536","         61.47"
"ASIANPAINT","EQ","05-Jul-2019","       1359.70","       1363.90","       1373.45","       1351.45","       1357.50","       1358.70","       1364.22","     966162","          1318055589.05","      38432","     458354","         47.44"
"ASIANPAINT","EQ","08-Jul-2019","       1358.70","       1358.00","       1358.40","       1332.70","       1341.00","       1340.25","       1341.22","     866416","          1162058239.80","      33577","     513933","         59.32"
"ASIANPAINT","EQ","09-Jul-2019","       1340.25","       1344.90","       1344.90","       1291.25","       1321.00","       1321.00","       1307.25","    2037332","          2663303959.55","      78098","    1044951","         51.29"
"ASIANPAINT","EQ","10-Jul-2019","       1321.00","       1317.80","       1340.35","       1312.05","       1322.00","       1322.95","       1326.54","    1115080","          1479195862.10","      52209","     415355","         37.25"
"ASIANPAINT","EQ","11-Jul-2019","       1322.95","       1317.00","       1337.00","       1311.05","       1332.50","       1332.45","       1328.09","     757323","          1005793501.75","      48016","     262695","         34.69"
"ASIANPAINT","EQ","12-Jul-2019","       1332.45","       1332.45","       1369.55","       1325.45","       1362.80","       1361.95","       1350.39","    1050985","          1419239536.70","      30977","     548762","         52.21"
