"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ASIANPAINT","EQ","13-Dec-2018","       1330.90","       1338.45","       1343.20","       1316.00","       1318.00","       1320.20","       1324.34","    1175211","          1556374088.10","      55764","     787459","         67.01"
"ASIANPAINT","EQ","14-Dec-2018","       1320.20","       1332.80","       1351.00","       1320.00","       1339.00","       1340.95","       1340.73","    1869410","          2506374484.70","      46961","     860432","         46.03"
"ASIANPAINT","EQ","17-Dec-2018","       1340.95","       1340.00","       1344.95","       1330.00","       1335.15","       1335.85","       1335.83","     665295","           888723219.10","      58421","     354682","         53.31"
"ASIANPAINT","EQ","18-Dec-2018","       1335.85","       1338.45","       1361.00","       1327.55","       1360.40","       1355.70","       1343.27","    1581385","          2124233939.75","      41443","    1005185","         63.56"
"ASIANPAINT","EQ","19-Dec-2018","       1355.70","       1370.00","       1406.80","       1370.00","       1400.00","       1400.25","       1394.64","    3334213","          4650016541.10","      99301","    1439812","         43.18"
"ASIANPAINT","EQ","20-Dec-2018","       1400.25","       1389.90","       1431.55","       1389.05","       1428.50","       1425.80","       1420.84","    2578234","          3663252917.65","      66045","    1121911","         43.51"
"ASIANPAINT","EQ","21-Dec-2018","       1425.80","       1433.90","       1433.90","       1382.30","       1389.70","       1388.20","       1397.19","    2098064","          2931391992.55","      78398","    1168428","         55.69"
"ASIANPAINT","EQ","24-Dec-2018","       1388.20","       1388.00","       1388.95","       1351.10","       1360.00","       1357.05","       1363.64","    1649577","          2249427822.75","      40150","     910807","         55.21"
"ASIANPAINT","EQ","26-Dec-2018","       1357.05","       1367.95","       1374.90","       1347.40","       1360.05","       1363.00","       1361.99","    1790087","          2438082292.25","      67982","     827638","         46.23"
"ASIANPAINT","EQ","27-Dec-2018","       1363.00","       1360.05","       1384.75","       1354.30","       1380.05","       1372.50","       1367.22","    2174090","          2972449024.60","      60135","    1378372","         63.40"
"ASIANPAINT","EQ","28-Dec-2018","       1372.50","       1383.00","       1383.00","       1359.00","       1365.00","       1366.00","       1365.43","    1705033","          2328111131.45","      50432","     982831","         57.64"
"ASIANPAINT","EQ","31-Dec-2018","       1366.00","       1375.00","       1378.00","       1367.30","       1369.00","       1373.05","       1373.29","     698593","           959372951.45","      43605","     412736","         59.08"
"ASIANPAINT","EQ","01-Jan-2019","       1373.05","       1373.20","       1379.70","       1358.60","       1368.00","       1371.55","       1368.68","     664707","           909770803.85","      17230","     352333","         53.01"
"ASIANPAINT","EQ","02-Jan-2019","       1371.55","       1367.00","       1386.85","       1361.60","       1380.05","       1383.30","       1376.38","    1233780","          1698144942.75","      42748","     639065","         51.80"
"ASIANPAINT","EQ","03-Jan-2019","       1383.30","       1381.80","       1393.85","       1378.00","       1387.00","       1388.30","       1388.80","    1636293","          2272489578.25","      87120","     911907","         55.73"
"ASIANPAINT","EQ","04-Jan-2019","       1388.30","       1388.00","       1401.40","       1381.40","       1383.00","       1385.85","       1393.55","    1202397","          1675601896.55","      58130","     578860","         48.14"
"ASIANPAINT","EQ","07-Jan-2019","       1385.85","       1386.00","       1405.40","       1383.75","       1395.60","       1396.00","       1396.46","    1074373","          1500315000.85","      43071","     679696","         63.26"
"ASIANPAINT","EQ","08-Jan-2019","       1396.00","       1401.00","       1412.70","       1395.50","       1400.00","       1401.25","       1404.41","    1232440","          1730852389.25","      61737","     626427","         50.83"
"ASIANPAINT","EQ","09-Jan-2019","       1401.25","       1402.50","       1414.00","       1397.15","       1400.00","       1402.00","       1405.32","     973687","          1368343861.30","     101687","     597540","         61.37"
"ASIANPAINT","EQ","10-Jan-2019","       1402.00","       1390.00","       1400.00","       1388.65","       1399.70","       1396.35","       1394.89","    1004783","          1401561195.65","      47383","     602160","         59.93"
"ASIANPAINT","EQ","11-Jan-2019","       1396.35","       1399.75","       1406.20","       1392.40","       1406.00","       1403.65","       1401.23","     473391","           663327801.30","      35591","     216963","         45.83"
"ASIANPAINT","EQ","14-Jan-2019","       1403.65","       1404.00","       1410.60","       1385.45","       1387.70","       1388.60","       1393.40","    1360800","          1896132672.00","      41766","     924108","         67.91"
"ASIANPAINT","EQ","15-Jan-2019","       1388.60","       1388.60","       1414.45","       1388.60","       1407.95","       1405.95","       1406.87","    1355920","          1907599137.85","      54347","     803948","         59.29"
"ASIANPAINT","EQ","16-Jan-2019","       1405.95","       1410.00","       1412.95","       1387.70","       1388.00","       1389.75","       1394.75","    1189597","          1659188888.85","      86169","     841002","         70.70"
"ASIANPAINT","EQ","17-Jan-2019","       1389.75","       1390.00","       1398.50","       1383.80","       1388.90","       1389.60","       1390.95","     853829","          1187637288.45","      57263","     563379","         65.98"
"ASIANPAINT","EQ","18-Jan-2019","       1389.60","       1391.00","       1404.75","       1383.00","       1394.80","       1400.45","       1397.25","    1092189","          1526056176.90","      43463","     734445","         67.25"
"ASIANPAINT","EQ","21-Jan-2019","       1400.45","       1395.20","       1424.80","       1395.20","       1420.85","       1422.10","       1410.78","    2513582","          3546100783.50","     107108","    1551373","         61.72"
"ASIANPAINT","EQ","22-Jan-2019","       1422.10","       1423.90","       1432.05","       1375.25","       1404.85","       1406.95","       1408.37","    5483768","          7723196799.45","     167172","    1450622","         26.45"
"ASIANPAINT","EQ","23-Jan-2019","       1406.95","       1429.00","       1429.45","       1390.00","       1399.85","       1396.55","       1407.97","    2702265","          3804718518.20","      77717","     889085","         32.90"
"ASIANPAINT","EQ","24-Jan-2019","       1396.55","       1400.00","       1413.50","       1396.50","       1402.60","       1401.85","       1404.46","    1562800","          2194887890.65","      70038","     840709","         53.80"
"ASIANPAINT","EQ","25-Jan-2019","       1401.85","       1408.40","       1413.70","       1353.30","       1371.60","       1372.15","       1380.59","    1613548","          2227645411.55","      69063","     730718","         45.29"
"ASIANPAINT","EQ","28-Jan-2019","       1372.15","       1375.00","       1391.00","       1366.85","       1377.90","       1379.50","       1381.00","    1590764","          2196837524.35","      53718","     981623","         61.71"
"ASIANPAINT","EQ","29-Jan-2019","       1379.50","       1377.00","       1400.00","       1373.20","       1392.00","       1393.30","       1389.66","    1061762","          1475487094.45","      72633","     690669","         65.05"
"ASIANPAINT","EQ","30-Jan-2019","       1393.30","       1394.00","       1416.80","       1372.10","       1390.70","       1390.40","       1392.05","    1313152","          1827969765.70","      64536","     549591","         41.85"
"ASIANPAINT","EQ","31-Jan-2019","       1390.40","       1400.00","       1415.00","       1391.05","       1407.00","       1412.60","       1406.98","    1256050","          1767238319.50","      67665","     745092","         59.32"
"ASIANPAINT","EQ","01-Feb-2019","       1412.60","       1412.40","       1469.65","       1408.20","       1455.00","       1457.20","       1442.61","    2077539","          2997082950.75","      95731","    1073001","         51.65"
"ASIANPAINT","EQ","04-Feb-2019","       1457.20","       1444.00","       1452.80","       1434.00","       1445.00","       1446.35","       1441.34","     735159","          1059614287.70","      53838","     331885","         45.14"
"ASIANPAINT","EQ","05-Feb-2019","       1446.35","       1444.95","       1466.90","       1443.10","       1455.00","       1450.35","       1453.68","     786962","          1143989735.30","      53011","     305772","         38.85"
"ASIANPAINT","EQ","06-Feb-2019","       1450.35","       1457.85","       1476.20","       1452.30","       1468.00","       1469.40","       1468.02","    1088914","          1598544144.90","      80920","     505001","         46.38"
"ASIANPAINT","EQ","07-Feb-2019","       1469.40","       1467.05","       1476.80","       1457.00","       1470.00","       1472.45","       1465.89","     697412","          1022328320.45","      34367","     308352","         44.21"
"ASIANPAINT","EQ","08-Feb-2019","       1472.45","       1468.00","       1480.00","       1445.00","       1448.35","       1448.80","       1458.43","    1018518","          1485441859.65","      40609","     479256","         47.05"
"ASIANPAINT","EQ","11-Feb-2019","       1448.80","       1447.90","       1457.30","       1427.00","       1442.15","       1437.10","       1438.19","     728051","          1047073398.45","      30999","     346766","         47.63"
"ASIANPAINT","EQ","12-Feb-2019","       1437.10","       1438.50","       1456.90","       1435.25","       1449.00","       1452.10","       1447.96","     947583","          1372057678.90","      50827","     615688","         64.97"
"ASIANPAINT","EQ","13-Feb-2019","       1452.10","       1451.00","       1453.65","       1417.00","       1418.40","       1424.15","       1435.55","     507194","           728099824.60","      21438","     198514","         39.14"
"ASIANPAINT","EQ","14-Feb-2019","       1424.15","       1417.65","       1423.15","       1396.50","       1402.00","       1399.20","       1406.82","     915441","          1287858328.60","      35114","     516804","         56.45"
"ASIANPAINT","EQ","15-Feb-2019","       1399.20","       1400.80","       1404.95","       1372.10","       1401.00","       1393.60","       1384.57","    1113223","          1541330196.40","      70962","     645473","         57.98"
